Rank,Name,Country,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Score,Rel_score(%),Award
310,Alban Van Vyve,Belgium,0,5,6.0,5,10,16,42.0,7.00,
311,Camilo Triana Barata,Cuba,8,5,19.5,9,0,0,41.5,6.92,
312,Hlib Zabudko,Luxembourg,8,0,6.0,0,0,26,40.0,6.67,
313,Kevin Akkermann,Estonia,0,5,18.0,0,0,16,39.0,6.50,
314,Shithila Mahabaduge,Sri Lanka,0,15,18.0,5,0,0,38.0,6.33,
315,Alen Avdibegović,Bosnia and Herzegovina,0,5,6.0,5,9,6,31.0,5.17,
315,Hamlet Petrosyan,Armenia,0,15,0.0,0,0,16,31.0,5.17,
317,Mohammed Amine Moutahid,Morocco,0,15,1.5,13,0,0,29.5,4.92,
318,Diana Huacasi Durand,Peru,0,0,6.0,14,9,0,29.0,4.83,
319,Matias Francisco Nova Baza,Chile,0,5,1.5,5,0,16,27.5,4.58,
320,Gabriel Alberto Cruz Nogales,Bolivia,0,5,6.0,0,0,16,27.0,4.50,
320,Juan Camilo Almanza Gamarra,Colombia,0,5,6.0,0,0,16,27.0,4.50,
320,Thanh-Viêt Jean Nguyen,Luxembourg,0,5,6.0,0,0,16,27.0,4.50,
323,César Esaú Flores Martínez,El Salvador,0,5,0.0,5,0,15,25.0,4.17,
323,Ibrokhim Mukhamadov,Tajikistan,0,5,6.0,14,0,0,25.0,4.17,
325,Fionn Kimber O'Shea,Ireland,0,5,0.0,0,19,0,24.0,4.00,
326,Kristinn Hrafn Daníelsson,Iceland,0,0,6.0,0,0,16,22.0,3.67,
326,Mateo Rivera De La Cueva,Ecuador,0,0,6.0,0,0,16,22.0,3.67,
326,Róbert Kristian Freysson,Iceland,0,0,6.0,0,0,16,22.0,3.67,
329,Hans Gustav Kõljalg,Estonia,0,15,6.0,0,0,0,21.0,3.50,
330,Noé Zech,Belgium,0,5,6.0,9,0,0,20.0,3.33,
331,Jurabekov Otabek,Uzbekistan,8,0,6.0,5,0,0,19.0,3.17,
332,Mohammed Atalah,Palestine,0,5,6.0,0,0,6,17.0,2.83,
333,Luka Kankaraš,Montenegro,0,0,0.0,0,0,16,16.0,2.67,
333,Muhammad Saad,Jordan,0,0,0.0,0,0,16,16.0,2.67,
335,Oscar José Pleités Lemus,El Salvador,0,0,6.0,9,0,0,15.0,2.50,
336,Halymmuhammet Annageldyyev,Turkmenistan,8,5,0.0,0,0,0,13.0,2.17,
337,Raimond Vargas Hernandez,Dominican Republic,0,5,6.0,0,0,0,11.0,1.83,
338,Juan David Onofre Florián,Colombia,0,0,0.0,0,9,0,9.0,1.50,
338,Matias Jimenez Alcocer,Bolivia,0,0,0.0,0,9,0,9.0,1.50,
340,Josué Arístides Melendez Alemán,El Salvador,0,0,8.0,0,0,0,8.0,1.33,
341,Jesus Alejandro Duarte Bruzual,Venezuela,0,0,6.0,0,0,0,6.0,1.00,
341,Juan Diego Marcano Cuellar,Venezuela,0,0,6.0,0,0,0,6.0,1.00,
343,Alan Adzagic,Montenegro,0,0,0.0,0,0,0,0.0,0.00,
343,Diana Lantigua Bello,Dominican Republic,0,0,0.0,0,0,0,0.0,0.00,
343,Didar Choganov,Turkmenistan,0,0,0.0,0,0,0,0.0,0.00,
343,Diego Enrique Uzcategui Ojeda,Venezuela,0,0,0.0,0,0,0,0.0,0.00,
343,Leandro Parada,Chile,0,0,0.0,0,0,0,0.0,0.00,
343,Roberto Valverde Abad,Ecuador,0,0,0.0,0,0,0,0.0,0.00,
343,Steven Mera,Ecuador,0,0,0.0,0,0,0,0.0,0.00,
343,Zaid Hanandeh,Jordan,0,0,0.0,0,0,0,0.0,0.00,
